id,coveredLines
10284,2.5
2149,4.63
5832,3.97
2360,19.22
11285,5.15
6696,1.0
151,33.19
5508,12.6
1862,7.82
5932,12.33
5422,11.87
9680,9.58
10653,59.1
13124,15.66
511,13.8
8246,2.36
2332,3.0
3943,14.18
13928,25.3
9069,4.025714285714286
11995,17.9
10405,7.32
9811,5.88
432,3.37
10559,19.08
4698,3.16
12447,4.03
9761,4.06
185,37.67
6995,8.88
7137,2.88
1767,6.58
483,1.95
13764,25.99
10513,156.16
12984,1.12
13781,7.38
9346,6.3
10077,12.99
1319,3.0
8032,4.96
11903,28.55
9370,7.69
9470,8.97
8312,16.26
4699,2.42
11774,3.2
10544,8.2
1492,9.74
7635,13.84
4616,11.54
12587,3.5
8744,26.04
6251,0.95
4816,10.63
5419,10.87
5092,9.6
10829,5.53
7005,6.92
438,5.85
8773,5.25
8152,5.77
633,4.98
1752,3.62
4348,8.29
3994,13.48
9348,10.18
12850,1.65
2236,9.52
10752,9.9
4277,3.0
9318,4.1075
1308,1.66
13661,15.13
6180,2.02
6004,10.02
5318,5.63
1897,3.94
5311,6.87
10423,26.06
6336,6.7
9640,9.29
5173,11.74
1721,13.0
1762,5.82
13799,4.35
8701,22.94875
3989,2.46
527,2.65
5844,12.18
4169,3.44
7927,10.18
14051,22.14
1045,6.52
3984,1.94
1366,6.18
284,4.1
8035,4.25
8120,10.3
10439,13.28
1066,13.95
3838,7.15
4557,1.76
12874,3.46
8543,1.05
1914,13.21
8858,2.62
13731,8.32
10683,0.93
11731,1.52
8789,4.76
4293,4.98
5739,4.38
4902,3.93
9728,24.51
8427,1.79
739,14.38
10997,33.68
10447,24.65
6129,2.83
1790,6.27
2166,13.64
5737,3.3
11838,9.5
7169,12.24
11211,7.73
8571,5.4
10652,18.73
4076,1.52
1626,12.1
926,2.62
11653,2.52
4276,3.0
1641,3.61
8717,25.09
8752,13.55
10638,18.15
1534,19.14
12791,13.53
9788,14.67
10430,25.57
5309,6.88
6646,2.76
13327,7.51
5135,14.1
2252,9.68
5493,1.55
4335,5.67
1899,3.44
12471,1.11
5502,15.84
3718,8.04
1916,13.24
13682,10.91
9676,2.57
1536,10.78
3940,12.34
11318,1.19
1816,12.88
10372,2.14
12136,15.25
11288,5.04
3739,8.33
13463,5.06
8268,4.05
10075,13.01
4268,5.9
7832,14.67
4319,3.0
9533,6.86
3866,22.96
5323,10.44
9803,7.24
13681,10.43
4462,3.17
7693,9.98
4465,4.66
7661,9.72
8433,2.65
9425,5.71
10188,14.23
5468,2.13
13334,31.99
12325,3.92
5774,2.9
5477,8.76
6173,3.8
11186,5.0
9263,4.3
10527,127.29
758,6.66
6484,10.0
4256,3.83
10147,3.19
9825,6.05
9832,10.2
12716,8.03
143,37.47
9224,5.27
12868,1.36
4039,3.33
5682,6.54
5079,2.1
9879,11.58
12192,4.79
5453,4.17
7218,5.87
3677,2.3
10012,8.61
13394,47.78
6545,9.59
10796,4.01
12303,14.45
34,25.73
6473,10.08
7900,11.8
12699,19.16
9158,6.442
14024,15.98
1476,4.11
7923,7.54
9362,4.34
8142,3.78
7164,11.21
11862,0.31
4332,3.4
12434,2.62
8114,3.81
11419,5.37
2041,4.74
3873,2.59
8387,8.12
8862,1.8
12564,14.72
6615,1.0
2012,2.49
10398,6.69
11678,3.27
4459,8.79
6638,1.0
11823,4.54
13439,2.75
2287,10.65
8874,5.1
3822,20.57
6785,3.57
11887,4.15
6971,5.82
8590,16.08
5828,3.09
4191,3.47
13296,7.18
4234,1.98
7603,10.79
6941,3.04
11072,7.31
6500,9.96
1344,14.05
1540,7.34
903,12.44
13254,48.79
7550,5.95
4270,5.17
7792,5.25
1572,17.64
5859,6.25
7531,6.68
7485,4.03
7013,2.22
10877,5.57
1975,4.72
4136,2.51
1750,3.3
169,35.07
11477,1.93
7421,16.04
5620,17.18
4187,5.81
13894,11.4
9559,5.22
7652,8.55
6020,11.64
9988,13.19
4530,3.0
11391,5.7
13640,21.53
12544,3.27
4263,3.6425
12597,12.42
3900,6.97
8100,8.57
7706,3.08
3660,4.69
5534,10.67
13744,20.24
8337,7.07
11556,7.59
7325,92.81
3975,3.37
11975,21.83
12907,0.98
13152,14.0175
7553,5.73
1812,17.23
3831,12.22
10004,2.31
8178,6.88
3763,1.96
12256,1.8
8505,12.34
7248,5.39
6386,3.75
1681,1.15
11283,4.78
8150,5.25
5782,2.92
7145,5.96
1217,9.765
680,8.16
7024,1.02
582,1.12
7069,10.52
11334,1.46
8320,24.49
6127,2.08
6893,2.09
2186,6.02
10925,27.08
8535,1.26
7288,82.34
8174,6.05
1256,12.94
4244,4.68
5626,15.5
4387,4.84
5751,8.69
12187,2.79
4308,9.75
11267,6.42
13432,10.72
7791,6.05
2202,5.23
4207,9.97
9023,9.03
5843,4.12
1894,5.66
9373,1.71
3952,10.71
8836,8.35
4995,5.70375
9656,11.38
7805,10.25
10901,4.79
7804,10.25
2344,9.62
5232,7.74
9786,10.46
8197,8.06
4172,7.68
12819,7.32
9609,3.33
4689,1.4
13617,11.28
5652,4.76
8916,20.8
9019,9.51
5853,10.02
6264,6.95
13286,12.77
9113,13.94
10806,7.08
13440,4.94
40,3.15
2314,2.95
6510,10.22
13374,21.85
6329,8.78
5510,9.17
965,7.83
4706,9.16
278,4.02
9218,10.04
7047,5.12
1592,15.33
36,19.06
1169,7.73
10802,1.66
6283,1.51
13594,8.793333333333333
10366,12.83
670,4.06
11977,23.2
5392,11.33
13058,10.4
1004,20.52
4148,10.18
7988,16.77
5126,5.09
564,6.45
12796,8.82
11951,14.38
13977,25.58
7928,3.51
10178,5.45
6869,1.0
5279,3.88
6619,1.0
1733,8.29
13680,10.13
13404,2.74
9721,24.03
12920,5.14
4288,3.12
1939,13.43
984,9.6
10142,19.95
10018,5.51
7358,7.13
49,9.5
9363,5.7
14029,8.39
13276,45.46
10026,5.57
47,3.94
3864,16.24
9991,10.87
4860,1.09
3636,1.01
4383,3.03
4961,3.3833333333333333
6537,9.93
2178,7.65
4370,0.84
3944,14.65
10387,12.24
14019,42.86
254,6.71
7161,9.22
6184,1.98
6309,0.38
4497,3.0
7681,19.3
13642,16.12
7703,9.06
12663,1.64
8132,5.94
105,17.06
11794,6.54
654,2.66
9520,5.01
13521,5.96
1632,10.22
10726,8.23
7042,5.36
296,5.24
9099,7.037142857142857
7842,10.32
7944,3.27
11525,3.0
8556,2.97
13005,1.49
10521,43.61
5317,5.91
9636,13.61
7689,13.19
13572,17.98
5596,13.4525
13159,15.38
9461,6.17
7868,12.7
6437,0.39
951,15.91
5409,21.93
5864,16.12
7684,8.34
814,16.28
918,9.72
2098,6.8
10929,28.9
3756,2.48
5528,6.6
8917,17.85
10160,7.54
8708,17.82
460,11.14
11224,6.8
11232,1.15
4573,5.81
4884,0.98
5228,4.12
10504,64.81
7276,61.75
8609,4.26
12602,10.01
7321,102.23
5292,1.59
1719,11.11
6776,5.17
13314,6.02
10358,22.32
13402,2.62
3863,15.26
4346,8.29
540,2.64
14047,20.37
198,23.33
6431,4.73
11494,2.23
7970,6.92
493,5.68
8057,7.95
5313,5.74
8689,7.90875
3638,1.05
1031,5.31
4356,4.22
6521,9.35
8377,9.59
9387,0.62
6931,4.58
4214,9.31
7743,2.88
1585,15.1
4578,4.426666666666666
5094,10.91
471,1.87
10599,12.82
977,9.0
7795,3.2
2125,4.97
11998,22.62
512,5.84
6946,3.0
4694,0.99
4246,7.04
7120,2.25
7011,2.74
12272,20.52
12155,11.46
8311,16.05
5034,12.26
9547,6.21
5305,7.4
4100,2.96
8170,5.09
473,3.32
1183,7.73
8778,6.32
10289,1.16
11443,5.19
11337,2.81
642,3.6
9374,0.73
13892,7.04
468,2.04
691,8.82
1595,13.52
1304,3.27
5336,3.6
10205,17.78
8415,2.9
4489,6.15
12588,5.97
6452,9.73
9320,4.2475
8627,12.7
353,3.21
8808,14.32
2030,8.08
9047,10.62
8042,3.98
5010,9.4
5122,12.37
6194,2.92
7489,5.32
2127,5.6
13943,22.89
2219,7.74
7306,94.54
12100,14.86
1315,2.98
8011,20.79
2129,6.21
11571,2.01
2329,3.0
7289,79.82
6799,3.0
6304,6.61
5379,4.54
10904,4.94
4391,9.0
1896,5.13
3679,1.21
4000,3.17
1421,10.28
13097,18.09
12739,8.66
5227,3.28
942,12.7
9810,5.69
3593,1.21
6330,8.47
1818,16.27
10182,7.45
10879,2.75
5261,5.64
252,6.73
6372,6.6
5278,5.8
4327,4.255
5801,2.0
13515,1.85
611,5.51
734,13.91
13716,10.23
7133,4.02
273,2.19
13606,9.9
7694,8.42
11367,3.71
7471,11.24
11222,7.59
11669,1.0
6442,14.37
13889,2.18
11809,0.11
13392,54.88
5306,6.43
1292,3.65
5789,2.92
7801,9.17
474,4.09
1545,13.17
4508,16.21
4323,6.43
8308,13.36
5017,11.12
8469,7.78
13609,6.31
2370,11.39
224,30.21
4544,5.415
3887,5.71
5999,10.02
4171,7.4
6523,9.69
13377,20.47
10795,4.92
7876,16.54
1343,13.43
4094,6.9
5790,2.77
5861,7.7
1285,7.84
214,47.12
1704,7.29
862,8.76
1905,1.87
6457,8.9
2148,4.73
5780,2.35
4033,4.21
9,23.75
9823,7.85
795,23.08
5792,2.14
8091,7.3
4779,3.43
7166,12.09
4284,3.0
7548,5.97
1747,6.2
10938,26.32
7917,6.29
4821,11.3
1555,7.38
12382,1.3
12082,23.62
5960,7.69
5223,2.05
2161,15.75
9236,2.32
330,3.74
8310,13.85
1765,6.91
12140,5.04
1012,22.5
5216,3.86
13529,6.0
18,41.0
11434,2.62
9986,13.18
10982,32.72
4312,4.71
7785,4.1
851,18.31
4341,5.57
9824,5.63
2254,10.06
9645,10.99
13194,14.83
13013,10.6
9295,5.0
7996,24.79
9658,8.13
1462,8.79
3664,3.25
5012,5.82
10483,34.97
4292,5.94
9031,11.49
8633,3.07
4059,21.02
894,7.79
12001,32.42
12224,25.27
10420,25.36
14017,50.89
2034,3.14
8589,18.16
5797,2.0
9337,8.186666666666666
9412,10.99
5332,3.48
11539,3.0
13885,6.92
8631,16.83
4456,9.52
1109,6.81
3750,1.87
13035,26.82
12418,4.21
9838,6.82
1289,5.48
408,7.26
10299,19.32
7946,3.11
938,2.14
7976,11.72
10031,3.47
12464,11.65
5970,16.6
298,4.27
8794,9.44
11069,3.11
3851,2.87
11711,32.25
537,1.25
11036,6.15
8367,12.85
6865,1.0
12456,6.31
8850,4.0
6084,8.04
13219,18.14
5451,2.59
8721,23.88
12343,4.32
6209,0.92
5370,14.07
8507,12.2
3846,4.43
4241,3.0
7072,7.96
1803,14.13
12827,3.09
13646,14.9
8064,1.29
947,14.92
10531,24.63
2,21.15
13886,4.24
6178,2.24
6793,3.0
9792,14.06
2222,6.91
5572,6.49
5172,16.21
2232,8.35
13251,58.09
11945,30.4
88,3.32
13578,19.76
5104,3.87
1744,9.13
6740,1.17
445,5.81
97,8.61
8325,14.39
8871,8.2
11190,5.21
4840,16.96
7343,4.18
11057,10.9
5459,2.57
9550,6.58
7816,10.0
7659,20.68
8422,1.96
1157,7.61
6165,2.89
4157,10.84
4610,3.29
9049,8.615714285714285
9863,7.72
11401,1.15
1221,11.87
3855,9.29
5777,2.75
11339,2.56
5035,12.26
1075,9.27
730,13.53
11378,2.81
3646,8.22
9592,9.42
13921,18.13
13946,22.82
8754,21.77
4451,6.05
9953,13.16
4942,18.13
10779,2.91
7441,5.67
5538,9.97
6476,10.0
2177,7.46
3906,5.53
10808,6.94
6599,1.81
2167,12.56
6934,4.95
2355,20.56
4545,5.415
2040,4.74
4603,5.18
6804,3.0
8363,11.66
934,5.03
8458,4.06
11488,2.85
4481,3.09
12061,8.29
12554,9.2
12389,3.63
417,4.5
9876,13.34
2206,3.99
717,11.12
321,4.94
6685,1.0
7364,6.4
12976,0.37
7116,11.72
8009,23.78
6306,6.32
6050,4.41
5121,12.34
5704,11.22
4954,8.93
13006,1.37
7637,16.57
5752,8.78
8099,10.08
3675,2.63
8866,4.88
3964,2.91
7056,10.13
11857,0.8
11366,3.75
4413,4.7364
5504,21.61
4419,1.1420000000000001
5325,4.2
6832,5.0
9138,6.19
11037,6.15
9675,4.73
831,9.85
7833,36.69
4953,11.67
3684,1.0
6327,6.69
7319,85.53
11375,2.5
12266,7.13
1692,4.73
655,5.25
554,2.34
9222,5.37
1892,4.38
1826,15.6
6037,15.88
11980,23.51
12593,4.34
13186,10.08
5729,4.73
8063,1.31
9085,6.675714285714285
9417,11.84
3604,4.8
379,2.21
13653,4.6
10658,28.49
11786,3.4
677,5.45
6063,2.92
418,5.83
4255,5.5
7445,5.69
1048,5.94
9077,5.905714285714286
13037,43.76
8259,5.88
5005,8.53
5161,5.92
9259,8.07
8155,6.65
4266,3.0
8769,5.43
13279,43.98
7232,95.91
10751,11.75
11277,5.01
1510,9.73
5933,12.33
9872,6.19
8834,8.19
12549,10.82
6702,1.12
9643,8.45
8188,8.18
1589,11.21
964,7.41
1490,7.99
6030,9.49
7632,4.0
13700,2.48
8703,11.60875
13562,11.46
4936,9.44
1065,13.95
8083,16.83
8554,2.56
5159,4.61
1903,4.21
234,4.36
11965,2.1
4685,4.83
9178,6.54
7569,5.09
6107,5.04
10494,68.25
5394,7.92
2299,1.33
390,13.54
7693,9.98
10365,28.64
11425,5.27
4492,3.59
9458,5.71
3747,5.99
11436,1.6
5455,5.25
7015,8.65
14045,20.03
13897,13.02
8838,6.32
11031,6.62
2188,6.04
3974,3.68
4190,4.13
5516,7.54
13601,9.59
11502,3.03
8577,9.23
8169,3.82
13620,4.23
326,7.58
4891,2.84
3621,12.67
13055,14.91
6835,5.0
12094,14.91
4676,3.66
4493,3.2
10511,70.98
5616,11.47
4655,1.12
4858,1.01
7620,11.87
9150,7.672000000000001
9075,4.315714285714286
9612,5.19
2163,15.82
3793,2.9
1160,15.32
7671,20.68
5007,6.26
5088,4.89
1199,10.26
7909,31.91
13545,3.43
2203,5.23
12342,4.63
5128,6.94
7363,17.19
3960,3.3
7323,95.67
10950,29.86
8398,9.99
1989,9.54
1535,18.4
9478,12.51
9556,7.948888888888889
10518,57.81
7541,5.9
756,8.58
10931,26.25
12928,1.88
11529,3.0
4256,3.83
11865,1.23
9333,9.58
5301,7.24
1103,4.34
1060,15.44
3937,11.22
12495,12.21
1695,4.18
9722,24.03
11364,3.95
9421,5.75
1978,4.06
10613,25.43
6622,1.0
5665,12.76
5243,6.52
7772,4.28
7589,7.36
8714,15.26
12740,8.88
6990,9.08
10827,23.73
1584,16.29
6399,0.65
4878,8.6575
8519,11.76
6507,11.08
4980,6.143333333333333
4543,3.925
6689,1.0
8199,7.65
3746,6.02
2325,4.76
11451,9.33
11654,2.8
3908,2.36
6699,1.0
12063,13.8
9691,3.92
3918,4.52
11473,4.2
11380,2.74
73,4.42
5649,4.9
6319,4.93
5948,16.79
6277,7.35
13126,14.54
2133,10.93
10343,6.39
4047,14.51
9969,18.54
8792,9.6
12504,1.02
13397,4.24
928,2.9
673,5.27
8396,9.06
5636,9.87
3716,3.36
10895,3.86
11689,5.92
10293,0.85
258,3.55
11276,4.91
12410,4.162
1278,11.0
4181,8.26
5220,2.39
11217,8.84
10820,15.68
6751,3.72
11453,12.7
6085,9.08
5165,5.17
4404,4.5464
13703,6.44
1338,4.07
5386,8.55
7846,10.57
847,12.43
7802,9.25
4277,3.0
4278,3.0
11753,2.56
4632,7.63
4363,1.24
6326,3.21
7844,10.84
5402,8.1
255,6.32
5274,1.22
13272,59.78
4272,5.05
3657,1.1
3949,10.66
9544,9.28
5505,21.76
4382,4.05
10457,14.06
9220,5.7
8713,14.64
4315,3.0
7648,12.14
6181,2.0
3932,22.32
7879,14.52
9303,3.13
13737,16.82
696,5.04
5854,7.62
13752,9.38
769,6.73
1514,6.31
3812,9.44
5537,18.85
11532,3.0
13803,9.01
9245,6.85
1089,8.21
12077,23.32
1680,1.15
10506,63.31
4437,4.58725
1711,6.89
1325,3.21
3654,1.0
5993,10.68
1866,11.37
8525,7.84
8292,7.91
7355,3.54
12542,1.08
6315,13.45
7296,118.35
9316,4.3575
5684,5.98
9867,6.57
5740,5.67
13171,7.81
6092,8.67
3752,1.37
1947,23.0
12998,5.73
7661,9.72
5356,1.81
7784,9.14
1610,18.78
6653,1.28
8676,3.91
9059,5.405714285714286
5768,2.01
11592,3.41
10760,16.08
2300,1.3
5059,4.78
9301,3.03
1296,3.38
2269,9.04
10105,28.99
7576,5.69
3813,9.44
3982,1.89
9922,15.3
6583,6.57
3658,1.49
466,2.33
9688,6.76
7778,9.39
794,19.4
3881,36.64
1522,1.0
10749,10.09
921,5.5
4307,14.79
6211,8.32
13546,3.62
4614,5.1
9976,12.07
1332,4.32
10384,22.28
1927,13.82
8859,2.46
6255,2.66
8154,6.52
13932,30.5
4846,12.21
14036,5.25
12264,6.79
4091,4.73
5074,4.33
1215,8.695
7478,4.88
6701,1.03
11768,2.08
10572,9.83
5585,8.58
7564,5.99
14033,11.97
13560,9.18
13220,18.14
4577,3.5266666666666664
7965,29.07
11900,6.56
6105,2.73
13149,13.8675
8716,24.61
3698,3.75
5577,26.59
5275,1.72
6972,5.12
2199,5.39
6116,7.01
1305,1.56
12231,26.47
9895,15.0
1760,3.21
4347,8.29
4548,6.55
11300,2.72
170,42.27
7689,13.19
6772,10.22
7229,13.34
4275,3.04
4238,4.95
5786,2.97
12540,1.0
1102,6.44
1725,15.76
12228,25.87
13686,9.4
6210,3.14
12747,8.25
1824,17.69
7346,5.65
6055,4.52
9791,13.78
7994,25.9
12985,1.12
9156,6.432
155,38.35
9512,10.17
10663,26.91
6670,1.0
5057,3.74
13033,12.28
9999,5.44
5890,14.33
5518,2.42
1148,6.1
7,21.15
5087,4.26
6662,1.06
3917,8.59
13610,5.44
12774,27.89
4295,3.6
13726,32.55
11194,4.295
9039,9.74
9731,24.51
3912,2.32
7848,9.56
6748,6.56
1777,4.29
614,4.37
10315,37.64
4461,3.21
7935,10.05
7906,14.46
8656,3.41
13282,43.5
7956,3.63
10744,11.49
6939,3.58
11916,11.03
8185,6.38
759,3.49
7447,5.62
13991,23.98
3810,7.44
2045,3.43
7738,4.27
5198,3.63
900,10.02
4502,4.77
2191,6.36
3790,6.63
4252,4.75
3889,2.85
3777,1.12
5573,11.17
1520,1.0
13611,5.67
10421,25.83
10325,15.93
7211,3.08
4473,3.0
8110,4.7
13342,32.01
5860,5.65
828,8.65
4338,5.57
4675,4.36
1761,3.73
1182,5.67
7698,4.88
12134,15.11
5765,2.07
5464,10.63
1878,10.75
10659,31.34
285,4.02
6891,2.26
13804,6.85
11636,3.45
2180,3.97
1395,4.19
13942,22.93
5856,7.06
10867,7.98
11716,4.84
12579,13.78
7524,18.37
5496,2.15
9011,10.02
11817,12.36
4795,9.67
2172,4.43
6945,3.0
4510,20.04
10664,23.57
4337,3.65
7869,10.85
11039,6.07
37,9.78
8318,21.82
12065,23.25
13507,3.03
13071,13.1
6227,4.86
7003,9.0
12477,1.43
13353,11.62
6788,3.03
5407,15.21
7525,18.23
8504,14.32
5705,12.08
495,4.88
6433,4.73
8043,3.54
6940,3.61
1180,5.75
11925,20.11
8359,11.9
7806,10.7
931,3.36
5482,2.3
4328,5.92
8296,9.66
5189,3.07
9338,7.586666666666666
5002,12.16
11533,3.0
11801,1.08
8117,7.19
7081,15.18
10835,5.81
13585,5.59
11527,3.0
13901,10.8
7313,90.76
6812,3.07
9423,3.26
1174,12.2
6961,4.21
9043,7.78
9274,8.54
10352,15.53
7175,5.46
6679,1.12
11335,2.43
5068,2.46
5019,4.75
6532,9.82
1422,9.65
3913,4.57
276,3.32
1042,4.8
10783,6.35
698,4.45
13845,5.22
987,11.59
7644,13.89
8855,7.05
13131,12.07
8309,13.36
11111,2.86
9053,7.715714285714285
7602,10.95
649,3.2
1077,8.3
6543,9.59
13994,20.21
4262,3.2725
3721,11.16
12179,20.19
8539,1.77
12395,3.66
8294,9.35
630,4.48
3733,6.98
10122,19.68
3814,10.2
5784,2.97
5099,2.63
10816,9.7
1590,13.69
8293,9.35
7036,4.15
8147,3.7
11651,3.2425
8345,9.21
8411,3.86
4799,8.8
14034,6.93
4343,7.33
6905,4.68
8842,4.0
5688,11.51
4272,5.05
6012,13.67
9752,22.12
11702,15.16
10549,20.75
2338,3.24
9793,15.78
625,5.36
8450,4.66
10545,9.12
2356,20.49
919,6.24
5424,15.54
9760,1.48
10074,10.31
5290,0.69
2371,9.77
6618,1.0
13605,10.71
171,42.27
1092,12.19
6486,9.86
243,2.93
8607,2.55
8511,16.2
11459,13.1
7014,4.12
7326,73.07
3672,3.13
2046,2.35
10135,11.3
1716,7.98
852,17.41
12284,8.53
8183,17.04
5170,18.76
236,2.65
4345,8.4
4991,5.62375
7779,9.84
10960,27.37
1425,5.81
6937,3.19
4585,4.17
9202,13.3
12203,2.44
861,8.68
6320,11.09
5062,4.67
10733,11.34
7451,3.34
12349,0.32
1124,5.12
85,3.53
3751,1.64
764,3.02
6308,0.24
8240,9.92
12816,8.92
1563,7.95
4337,3.65
7016,8.74
8781,6.44
13074,11.26
13141,12.53
4023,2.6
3867,22.77
10608,5.65
4292,5.94
3902,4.66
4179,7.9
13218,17.3
820,6.51
3811,8.5
13912,15.01
11570,1.85
9519,5.44
7769,6.49
8997,10.62
9214,13.09
963,7.41
12193,4.32
9216,12.78
723,6.05
12071,21.19
13650,18.95
11122,7.27
4920,9.53
5154,8.97
6029,9.91
13553,13.45
4178,7.74
13583,7.77
6130,2.38
8149,5.97
14055,31.03
244,2.74
5619,12.51
13881,5.54
6795,3.0
9097,7.607142857142858
7283,87.22
4483,3.9
8270,10.26
12473,1.29
6983,6.56
7962,16.01
10499,53.81
3854,7.65
10930,26.92
3803,3.66
10006,3.35
9802,13.61
14004,20.59
5472,3.58
5191,5.53
3885,33.04
6736,1.0
8523,5.7
6787,3.04
4424,3.1093333333333333
5366,3.03
12767,12.41
4194,4.93
9168,9.55
1561,9.77
7327,10.2
11118,5.5
7783,10.24
9484,11.07
1566,6.92
7479,4.75
9597,8.67
13148,13.4575
12039,4.08
10053,9.98
5791,2.34
9399,8.18
14012,19.58
5467,2.93
7446,5.69
4257,3.5
12139,5.04
13738,11.63
6019,19.02
8791,6.78
6524,9.67
9957,22.65
770,9.94
6948,3.0
4607,6.09
11604,3.04
12958,0.85
11946,22.48
5693,9.44
9210,13.3
5691,11.39
13147,13.5575
4612,2.8
5742,5.42
12576,9.21
1736,7.93
7547,5.92
1689,3.52
1104,4.34
12638,3.17
7559,5.75
9847,5.73
8839,4.63
11721,2.62
416,3.65
13633,7.26
8173,7.19
12252,0.89
6794,3.0
9826,6.1
9635,12.79
10670,25.58
2042,4.51
9567,1.46
1660,3.21
859,6.36
12644,2.22
6253,0.98
6223,6.43
4421,3.2643333333333335
7863,12.88
12457,11.71
10040,2.35
12123,25.87
9657,9.21
4079,4.3
11599,2.32
331,2.96
4847,11.89
10371,1.26
13651,9.95
9526,1.85
748,15.71
6141,6.0
9238,3.73
7950,6.81
9814,5.47
7494,9.36
9835,7.18
12875,3.46
6760,2.95
8509,14.49
1028,3.58
4593,2.96
7501,5.53
280,4.17
6221,7.15
11493,2.06
9979,11.87
7430,7.52
5812,3.85
6847,4.67
7395,1.22
13280,47.48
13073,13.1
2359,19.86
11866,1.79
6803,3.0
9730,19.21
12323,3.77
744,15.96
1275,17.98
7939,3.71
4438,4.85125
7558,5.3
9896,12.08
10899,4.79
9198,13.87
12446,4.16
10569,5.94
168,22.41
11608,3.84
12290,5.36
8217,6.02
7561,5.96
12742,5.29
11168,5.53
11584,2.84
11381,2.36
9383,0.68
7730,4.11
4496,3.0
1200,11.47
12503,1.02
2324,4.76
11971,10.57
10552,18.33
4971,5.433333333333334
5288,1.12
5540,5.91
9335,6.6466666666666665
11885,18.56
11703,20.88
1116,19.35
12804,27.75
7618,5.97
8131,3.06
905,10.98
7345,4.59
6157,8.89
5101,4.57
14123,49.96
595,1.62
11060,10.76
10774,4.06
6918,13.21
13180,5.66
4818,8.59
4255,5.5
9289,6.93
8826,3.82
8482,1.11
6836,5.6
9918,13.65
8828,6.6
1614,9.57
441,3.83
9543,9.31
5110,6.22
7657,7.32
13895,11.4
180,35.69
12813,12.7
7952,5.03
9322,4.7175
13043,4.78
