Unnamed: 0,id,nameProject,testCase,isFlaky,tloc,tmcCabe,assertionDensity,assertionRoulette,mysteryGuest,eagerTest,sensitiveEquality,resourceOptimism,conditionalTestLogic,fireAndForget,loc,lcom2,lcom5,cbo,wmc,rfc,mpc,halsteadVocabulary,halsteadLength,halsteadVolume,classDataShouldBePrivate,complexClass,functionalDecomposition,godClass,spaghettiCode,numCoveredLines,ExecutionTime,projectSourceLinesCovered,hIndexModificationsPerCoveredLine_window5,hIndexModificationsPerCoveredLine_window10,hIndexModificationsPerCoveredLine_window25,hIndexModificationsPerCoveredLine_window50,hIndexModificationsPerCoveredLine_window75,hIndexModificationsPerCoveredLine_window100,hIndexModificationsPerCoveredLine_window500,hIndexModificationsPerCoveredLine_window10000,num_third_party_libs
702,9242,http-request,com.github.kevinsawicki.http.httprequesttest.appendwithvarargsqueryparamswithexistingparams,False,0.03108808,0.0,0.07986501,0.0,0.0,0.04761905,0.0,0.0,0.0,0.0,0.1036334,1.0,0.02586207,1.0,1.0,0.8648208,0.6848249,0.4012121,0.8302248,0.7938609,0.375,1.0,0.0,0.0461437,0.9176934,4.0,0.002,10,0,0,0,0,0,0,1,1,0
703,9247,http-request,com.github.kevinsawicki.http.httprequesttest.badrequestcode,False,0.07253886,0.125,0.03727035,0.04255319,0.0,0.1190476,0.0,0.0,0.0,0.0,0.1036334,1.0,0.02586207,1.0,1.0,0.8648208,0.6848249,0.4012121,0.8302248,0.7938609,0.375,1.0,0.0,0.0461437,0.9176934,6.0,0.012,16,0,0,0,1,0,0,2,2,0
704,9045,http-request,com.github.kevinsawicki.http.httprequesttest.basicauthentication,False,0.1398964,0.375,0.03993252,0.0,0.0,0.1428571,0.0,0.0,0.02380952,0.0,0.1036334,1.0,0.02586207,1.0,1.0,0.8648208,0.6848249,0.4012121,0.8302248,0.7938609,0.375,1.0,0.0,0.0461437,0.9176934,13.0,0.014,24,0,0,0,1,0,0,3,3,3
705,9047,http-request,com.github.kevinsawicki.http.httprequesttest.basicproxyauthentication,True,0.09326425,0.25,0.1176958,0.04255319,0.0,0.1666667,0.0,0.0,0.02380952,0.0,0.1036334,1.0,0.02586207,1.0,1.0,0.8648208,0.6848249,0.4012121,0.8302248,0.7938609,0.375,1.0,0.0,0.0461437,0.9176934,13.0,0.269,40,0,0,0,0,0,0,3,3,0
706,9267,http-request,com.github.kevinsawicki.http.httprequesttest.bodyofemptyerrorresponse,False,0.06217617,0.375,0.0,0.0,0.0,0.1904762,0.0,0.0,0.04761905,0.0,0.1036334,1.0,0.02586207,1.0,1.0,0.8648208,0.6848249,0.4012121,0.8302248,0.7938609,0.375,1.0,0.0,0.0461437,0.9176934,3.0,0.005,23,0,0,0,1,2,2,2,2,0
707,9269,http-request,com.github.kevinsawicki.http.httprequesttest.bodyofnonemptyerrorresponse,False,0.0880829,0.5,0.0,0.0,0.0,0.1904762,0.0,0.0,0.04761905,0.0,0.1036334,1.0,0.02586207,1.0,1.0,0.8648208,0.6848249,0.4012121,0.8302248,0.7938609,0.375,1.0,0.0,0.0461437,0.9176934,3.0,0.006,29,0,0,0,1,2,2,3,3,0
708,9085,http-request,com.github.kevinsawicki.http.httprequesttest.cachecontrolheader,False,0.06735751,0.25,0.0,0.0,0.0,0.1190476,0.0,0.0,0.02380952,0.0,0.1036334,1.0,0.02586207,1.0,1.0,0.8648208,0.6848249,0.4012121,0.8302248,0.7938609,0.375,1.0,0.0,0.0461437,0.9176934,4.0,0.002,15,0,0,0,1,0,0,2,2,0
709,9037,http-request,com.github.kevinsawicki.http.httprequesttest.chunkpost,False,0.1036269,0.125,0.05324336,0.04255319,0.0,0.3809524,0.0,0.0,0.0,0.0,0.1036334,1.0,0.02586207,1.0,1.0,0.8648208,0.6848249,0.4012121,0.8302248,0.7938609,0.375,1.0,0.0,0.0461437,0.9176934,11.0,0.013,25,0,0,0,1,0,0,3,3,2
710,9075,http-request,com.github.kevinsawicki.http.httprequesttest.contentencodingheader,False,0.06735751,0.25,0.0,0.0,0.0,0.1190476,0.0,0.0,0.02380952,0.0,0.1036334,1.0,0.02586207,1.0,1.0,0.8648208,0.6848249,0.4012121,0.8302248,0.7938609,0.375,1.0,0.0,0.0461437,0.9176934,4.0,0.01,15,0,0,0,1,0,0,2,2,0
711,9077,http-request,com.github.kevinsawicki.http.httprequesttest.contenttypeheader,False,0.06735751,0.25,0.0,0.0,0.0,0.1666667,0.0,0.0,0.02380952,0.0,0.1036334,1.0,0.02586207,1.0,1.0,0.8648208,0.6848249,0.4012121,0.8302248,0.7938609,0.375,1.0,0.0,0.0461437,0.9176934,4.0,0.007,15,0,0,0,1,0,0,2,2,0
712,9259,http-request,com.github.kevinsawicki.http.httprequesttest.customconnectionfactory,False,0.1139896,0.375,0.0,0.0212766,0.0,0.1666667,0.0,0.0,0.02380952,0.0,0.1036334,1.0,0.02586207,1.0,1.0,0.8648208,0.6848249,0.4012121,0.8302248,0.7938609,0.375,1.0,0.0,0.0461437,0.9176934,7.0,0.004,17,0,0,0,1,2,2,2,2,0
713,9069,http-request,com.github.kevinsawicki.http.httprequesttest.dateheader,False,0.06735751,0.25,0.0,0.0212766,0.0,0.1190476,0.0,0.0,0.02380952,0.0,0.1036334,1.0,0.02586207,1.0,1.0,0.8648208,0.6848249,0.4012121,0.8302248,0.7938609,0.375,1.0,0.0,0.0461437,0.9176934,4.0,0.012,15,0,0,0,1,0,0,2,2,0
714,8995,http-request,com.github.kevinsawicki.http.httprequesttest.deleteempty,False,0.1036269,0.125,0.1331084,0.06382979,0.0,0.3809524,0.0,0.0,0.0,0.0,0.1036334,1.0,0.02586207,1.0,1.0,0.8648208,0.6848249,0.4012121,0.8302248,0.7938609,0.375,1.0,0.0,0.0461437,0.9176934,11.0,0.01,31,0,0,0,1,0,0,2,2,2
715,8997,http-request,com.github.kevinsawicki.http.httprequesttest.deleteurlempty,False,0.0984456,0.125,0.111811,0.06382979,0.0,0.3571429,0.0,0.0,0.0,0.0,0.1036334,1.0,0.02586207,1.0,1.0,0.8648208,0.6848249,0.4012121,0.8302248,0.7938609,0.375,1.0,0.0,0.0461437,0.9176934,10.0,0.004,30,0,0,0,1,0,0,3,3,2
716,9206,http-request,com.github.kevinsawicki.http.httprequesttest.deletewithescapedmappedqueryparams,False,0.1243523,0.25,0.06708663,0.0212766,0.0,0.3095238,0.0,0.0,0.02380952,0.0,0.1036334,1.0,0.02586207,1.0,1.0,0.8648208,0.6848249,0.4012121,0.8302248,0.7938609,0.375,1.0,0.0,0.0461437,0.9176934,16.0,0.009,26,0,0,0,1,0,0,2,2,6
717,9208,http-request,com.github.kevinsawicki.http.httprequesttest.deletewithescapedvarargsqueryparams,False,0.1088083,0.25,0.07623479,0.0212766,0.0,0.3095238,0.0,0.0,0.02380952,0.0,0.1036334,1.0,0.02586207,1.0,1.0,0.8648208,0.6848249,0.4012121,0.8302248,0.7938609,0.375,1.0,0.0,0.0461437,0.9176934,13.0,0.002,23,0,0,0,1,0,0,2,2,6
718,9202,http-request,com.github.kevinsawicki.http.httprequesttest.deletewithmappedqueryparams,True,0.1243523,0.25,0.06708663,0.0212766,0.0,0.3095238,0.0,0.0,0.02380952,0.0,0.1036334,1.0,0.02586207,1.0,1.0,0.8648208,0.6848249,0.4012121,0.8302248,0.7938609,0.375,1.0,0.0,0.0461437,0.9176934,16.0,0.016,26,0,0,0,1,0,0,2,2,6
719,9204,http-request,com.github.kevinsawicki.http.httprequesttest.deletewithvarargsqueryparams,True,0.1088083,0.25,0.07623479,0.0212766,0.0,0.3095238,0.0,0.0,0.02380952,0.0,0.1036334,1.0,0.02586207,1.0,1.0,0.8648208,0.6848249,0.4012121,0.8302248,0.7938609,0.375,1.0,0.0,0.0461437,0.9176934,13.0,0.005,23,0,0,0,1,0,0,2,2,6
720,9089,http-request,com.github.kevinsawicki.http.httprequesttest.emptyheaders,False,0.06217617,0.25,0.0,0.0212766,0.0,0.1904762,0.0,0.0,0.02380952,0.0,0.1036334,1.0,0.02586207,1.0,1.0,0.8648208,0.6848249,0.4012121,0.8302248,0.7938609,0.375,1.0,0.0,0.0461437,0.9176934,4.0,0.002,14,0,0,0,1,0,0,3,3,0
721,9071,http-request,com.github.kevinsawicki.http.httprequesttest.etagheader,False,0.06735751,0.25,0.0,0.0,0.0,0.1190476,0.0,0.0,0.02380952,0.0,0.1036334,1.0,0.02586207,1.0,1.0,0.8648208,0.6848249,0.4012121,0.8302248,0.7938609,0.375,1.0,0.0,0.0461437,0.9176934,4.0,0.013,15,0,0,0,1,0,0,3,3,0
722,9065,http-request,com.github.kevinsawicki.http.httprequesttest.expiresheader,False,0.06735751,0.25,0.0,0.0212766,0.0,0.1190476,0.0,0.0,0.02380952,0.0,0.1036334,1.0,0.02586207,1.0,1.0,0.8648208,0.6848249,0.4012121,0.8302248,0.7938609,0.375,1.0,0.0,0.0461437,0.9176934,4.0,0.005,15,0,0,0,1,0,0,2,2,0
723,9091,http-request,com.github.kevinsawicki.http.httprequesttest.getallheaders,False,0.09326425,0.25,0.05884794,0.0212766,0.0,0.1666667,0.0,0.0,0.02380952,0.0,0.1036334,1.0,0.02586207,1.0,1.0,0.8648208,0.6848249,0.4012121,0.8302248,0.7938609,0.375,1.0,0.0,0.0461437,0.9176934,9.0,0.016,20,0,0,0,1,0,0,2,2,0
724,9053,http-request,com.github.kevinsawicki.http.httprequesttest.getbufferedreader,False,0.0880829,0.125,0.03105863,0.0212766,0.0,0.1666667,0.0,0.0,0.0,0.0,0.1036334,1.0,0.02586207,1.0,1.0,0.8648208,0.6848249,0.4012121,0.8302248,0.7938609,0.375,1.0,0.0,0.0461437,0.9176934,8.0,0.003,19,0,0,0,1,0,0,3,3,0
725,9057,http-request,com.github.kevinsawicki.http.httprequesttest.getbytes,False,0.07772021,0.125,0.03494095,0.0212766,0.0,0.1428571,0.0,0.0,0.0,0.0,0.1036334,1.0,0.02586207,1.0,1.0,0.8648208,0.6848249,0.4012121,0.8302248,0.7938609,0.375,1.0,0.0,0.0461437,0.9176934,6.0,0.003,31,0,0,0,1,1,1,4,4,0
726,8983,http-request,com.github.kevinsawicki.http.httprequesttest.getempty,False,0.1917098,0.25,0.3089516,0.3829787,0.0,0.7142857,0.5,0.0,0.02380952,0.0,0.1036334,1.0,0.02586207,1.0,1.0,0.8648208,0.6848249,0.4012121,0.8302248,0.7938609,0.375,1.0,0.0,0.0461437,0.9176934,28.0,0.019,49,0,0,0,1,0,0,4,4,2
727,9148,http-request,com.github.kevinsawicki.http.httprequesttest.getemptyheaders,False,0.08290155,0.125,0.06577123,0.06382979,0.0,0.1904762,0.0,0.0,0.0,0.0,0.1036334,1.0,0.02586207,1.0,1.0,0.8648208,0.6848249,0.4012121,0.8302248,0.7938609,0.375,1.0,0.0,0.0461437,0.9176934,7.0,0.014,18,0,0,0,1,0,0,4,4,0
728,9162,http-request,com.github.kevinsawicki.http.httprequesttest.getemptyparameter,False,0.08290155,0.125,0.06577123,0.0212766,0.0,0.1666667,0.0,0.0,0.0,0.0,0.1036334,1.0,0.02586207,1.0,1.0,0.8648208,0.6848249,0.4012121,0.8302248,0.7938609,0.375,1.0,0.0,0.0461437,0.9176934,7.0,0.011,18,0,0,0,1,0,0,3,3,0
729,9164,http-request,com.github.kevinsawicki.http.httprequesttest.getemptyparameters,False,0.08290155,0.125,0.06577123,0.0212766,0.0,0.1666667,0.0,0.0,0.0,0.0,0.1036334,1.0,0.02586207,1.0,1.0,0.8648208,0.6848249,0.4012121,0.8302248,0.7938609,0.375,1.0,0.0,0.0461437,0.9176934,7.0,0.005,18,0,0,0,1,0,0,3,3,0
730,9059,http-request,com.github.kevinsawicki.http.httprequesttest.geterror,False,0.07772021,0.25,0.03494095,0.0212766,0.0,0.2142857,0.0,0.0,0.0,0.0,0.1036334,1.0,0.02586207,1.0,1.0,0.8648208,0.6848249,0.4012121,0.8302248,0.7938609,0.375,1.0,0.0,0.0461437,0.9176934,6.0,0.02,31,0,0,0,1,1,1,3,3,0
731,9142,http-request,com.github.kevinsawicki.http.httprequesttest.getgzipped,False,0.1865285,0.5,0.0151096,0.0212766,0.0,0.2619048,0.0,0.0,0.02380952,0.0,0.1036334,1.0,0.02586207,1.0,1.0,0.8648208,0.6848249,0.4012121,0.8302248,0.7938609,0.375,1.0,0.0,0.0461437,0.9176934,6.0,0.005,36,0,0,0,1,1,1,4,4,1
732,9146,http-request,com.github.kevinsawicki.http.httprequesttest.getheaders,False,0.1036269,0.125,0.1064867,0.06382979,0.0,0.1904762,0.0,0.0,0.0,0.0,0.1036334,1.0,0.02586207,1.0,1.0,0.8648208,0.6848249,0.4012121,0.8302248,0.7938609,0.375,1.0,0.0,0.0461437,0.9176934,13.0,0.749,29,0,0,0,1,2,2,3,3,1
733,9158,http-request,com.github.kevinsawicki.http.httprequesttest.getmissingparameter,False,0.07772021,0.125,0.03494095,0.0212766,0.0,0.1428571,0.0,0.0,0.0,0.0,0.1036334,1.0,0.02586207,1.0,1.0,0.8648208,0.6848249,0.4012121,0.8302248,0.7938609,0.375,1.0,0.0,0.0461437,0.9176934,6.0,0.005,17,0,0,0,1,0,0,3,3,0
734,9170,http-request,com.github.kevinsawicki.http.httprequesttest.getmixquotedparameters,False,0.0984456,0.125,0.111811,0.06382979,0.0,0.1428571,0.0,0.0,0.0,0.0,0.1036334,1.0,0.02586207,1.0,1.0,0.8648208,0.6848249,0.4012121,0.8302248,0.7938609,0.375,1.0,0.0,0.0461437,0.9176934,10.0,0.005,21,0,0,0,1,0,0,2,2,0
735,9152,http-request,com.github.kevinsawicki.http.httprequesttest.getmultipleparameters,False,0.08290155,0.125,0.06577123,0.0212766,0.0,0.1428571,0.0,0.0,0.0,0.0,0.1036334,1.0,0.02586207,1.0,1.0,0.8648208,0.6848249,0.4012121,0.8302248,0.7938609,0.375,1.0,0.0,0.0461437,0.9176934,7.0,0.007,18,0,0,0,1,0,0,3,3,0
736,9156,http-request,com.github.kevinsawicki.http.httprequesttest.getmultipleparametersquoted,False,0.08290155,0.125,0.06577123,0.0212766,0.0,0.1428571,0.0,0.0,0.0,0.0,0.1036334,1.0,0.02586207,1.0,1.0,0.8648208,0.6848249,0.4012121,0.8302248,0.7938609,0.375,1.0,0.0,0.0461437,0.9176934,7.0,0.014,18,0,0,0,1,0,0,2,2,0
737,8987,http-request,com.github.kevinsawicki.http.httprequesttest.getnocontent,False,0.134715,0.125,0.2070575,0.1702128,0.0,0.4285714,0.0,0.0,0.0,0.0,0.1036334,1.0,0.02586207,1.0,1.0,0.8648208,0.6848249,0.4012121,0.8302248,0.7938609,0.375,1.0,0.0,0.0461437,0.9176934,17.0,0.005,37,0,0,1,1,1,1,3,3,2
738,9039,http-request,com.github.kevinsawicki.http.httprequesttest.getnonemptystring,False,0.0880829,0.25,0.09317589,0.04255319,0.0,0.3333333,0.0,0.0,0.02380952,0.0,0.1036334,1.0,0.02586207,1.0,1.0,0.8648208,0.6848249,0.4012121,0.8302248,0.7938609,0.375,1.0,0.0,0.0461437,0.9176934,8.0,0.007,33,0,0,0,1,1,1,3,3,0
739,9144,http-request,com.github.kevinsawicki.http.httprequesttest.getnongzippedwithuncompressenabled,False,0.08290155,0.375,0.0328856,0.0212766,0.0,0.2619048,0.0,0.0,0.02380952,0.0,0.1036334,1.0,0.02586207,1.0,1.0,0.8648208,0.6848249,0.4012121,0.8302248,0.7938609,0.375,1.0,0.0,0.0461437,0.9176934,6.0,0.011,31,0,0,0,1,1,1,4,4,1
740,9160,http-request,com.github.kevinsawicki.http.httprequesttest.getparameterfrommissingheader,False,0.08290155,0.125,0.06577123,0.0212766,0.0,0.1666667,0.0,0.0,0.0,0.0,0.1036334,1.0,0.02586207,1.0,1.0,0.8648208,0.6848249,0.4012121,0.8302248,0.7938609,0.375,1.0,0.0,0.0461437,0.9176934,7.0,0.007,18,0,0,0,1,0,0,3,3,0
741,9166,http-request,com.github.kevinsawicki.http.httprequesttest.getparameters,False,0.0984456,0.125,0.111811,0.06382979,0.0,0.1428571,0.0,0.0,0.0,0.0,0.1036334,1.0,0.02586207,1.0,1.0,0.8648208,0.6848249,0.4012121,0.8302248,0.7938609,0.375,1.0,0.0,0.0461437,0.9176934,10.0,0.011,25,0,0,0,1,0,1,3,3,0
742,9168,http-request,com.github.kevinsawicki.http.httprequesttest.getquotedparameters,False,0.0984456,0.125,0.111811,0.06382979,0.0,0.1428571,0.0,0.0,0.0,0.0,0.1036334,1.0,0.02586207,1.0,1.0,0.8648208,0.6848249,0.4012121,0.8302248,0.7938609,0.375,1.0,0.0,0.0461437,0.9176934,10.0,0.014,21,0,0,0,1,0,0,3,3,0
743,9049,http-request,com.github.kevinsawicki.http.httprequesttest.getreader,False,0.0880829,0.125,0.03105863,0.0212766,0.0,0.1666667,0.0,0.0,0.0,0.0,0.1036334,1.0,0.02586207,1.0,1.0,0.8648208,0.6848249,0.4012121,0.8302248,0.7938609,0.375,1.0,0.0,0.0461437,0.9176934,8.0,0.005,19,0,0,0,1,0,0,3,3,0
744,9055,http-request,com.github.kevinsawicki.http.httprequesttest.getreaderwithcharset,False,0.0880829,0.125,0.03105863,0.0212766,0.0,0.1666667,0.0,0.0,0.0,0.0,0.1036334,1.0,0.02586207,1.0,1.0,0.8648208,0.6848249,0.4012121,0.8302248,0.7938609,0.375,1.0,0.0,0.0461437,0.9176934,9.0,0.021,19,0,0,0,1,0,0,3,3,0
745,9150,http-request,com.github.kevinsawicki.http.httprequesttest.getsingleparameter,False,0.07772021,0.125,0.03494095,0.0212766,0.0,0.1428571,0.0,0.0,0.0,0.0,0.1036334,1.0,0.02586207,1.0,1.0,0.8648208,0.6848249,0.4012121,0.8302248,0.7938609,0.375,1.0,0.0,0.0461437,0.9176934,6.0,0.005,17,0,0,0,1,0,0,2,2,0
746,9154,http-request,com.github.kevinsawicki.http.httprequesttest.getsingleparameterquoted,False,0.07772021,0.125,0.03494095,0.0212766,0.0,0.1428571,0.0,0.0,0.0,0.0,0.1036334,1.0,0.02586207,1.0,1.0,0.8648208,0.6848249,0.4012121,0.8302248,0.7938609,0.375,1.0,0.0,0.0461437,0.9176934,6.0,0.013,17,0,0,0,1,0,0,3,3,0
